book_id,title,author,author_death_year,author_death_year_disputed,publication_year,source,source_url,language,notes
a-tale-of-two-cities__dickens-charles__1800,A Tale of Two Cities,"Dickens, Charles",1870,false,1800,gutenberg+openlibrary,https://openlibrary.org/works/OL8193465W,en,"merged from 3 source rows (gutenberg+openlibrary); Open Library match discarded: returned 1800, which predates author's birth year (1812) -- likely a mismatched search result; needs manual research; author death year from Wikidata (Q5686); PD via life+70 rule (death year 1870 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
little-women__alcott-louisa-may__1848,Little Women,"Alcott, Louisa May",1888,false,1848,openlibrary,https://openlibrary.org/works/OL29983W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q185696); PD via life+70 rule (death year 1888 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
anne-of-green-gables__montgomery-lucy-maud__1908,Anne of Green Gables,"Montgomery, Lucy Maud",1942,false,1908,openlibrary,https://openlibrary.org/works/OL77746W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q273034); PD via life+70 rule (death year 1942 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-adventures-of-tom-sawyer__twain-mark__1817,The Adventures of Tom Sawyer,"Twain, Mark",1910,false,1817,openlibrary,https://openlibrary.org/works/OL53919W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q7245); PD via life+70 rule (death year 1910 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
adventures-of-huckleberry-finn__twain-mark__1876,Adventures of Huckleberry Finn,"Twain, Mark",1910,false,1876,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/76,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q7245); PD via life+70 rule (death year 1910 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
a-connecticut-yankee-in-king-arthur-s-court__twain-mark__1889,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1910,false,1889,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/86,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q7245); PD via life+70 rule (death year 1910 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
treasure-island__stevenson-robert-louis__1880,Treasure Island,"Stevenson, Robert Louis",1894,false,1880,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/120,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q1512); PD via life+70 rule (death year 1894 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
kidnapped__stevenson-robert-louis__1886,Kidnapped,"Stevenson, Robert Louis",1894,false,1886,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/421,en,"merged from 2 source rows (gutenberg+openlibrary); Open Library match discarded: returned 1659, which predates author's birth year (1850) -- likely a mismatched search result; needs manual research; pd_basis=pub_year<=1930"
the-strange-case-of-dr-jekyll-and-mr-hyde__stevenson-robert-louis__1875,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",1894,false,1875,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/43,en,merged from 2 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); pd_basis=pub_year<=1930
the-picture-of-dorian-gray__wilde-oscar__1890,The Picture of Dorian Gray,"Wilde, Oscar",1900,false,1890,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/174,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q30875); PD via life+70 rule (death year 1900 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
robinson-crusoe__defoe-daniel__1686,Robinson Crusoe,"Defoe, Daniel",,false,1686,openlibrary,https://openlibrary.org/works/OL45089W,en,merged from 1 source rows (openlibrary); pd_basis=pub_year<=1930
gulliver-s-travels__swift-jonathan__1726,Gulliver's Travels,"Swift, Jonathan",,false,1726,openlibrary,https://openlibrary.org/works/OL20600W,en,merged from 1 source rows (openlibrary); pd_basis=pub_year<=1930
vanity-fair__thackeray-william-makepeace__1800,Vanity Fair,"Thackeray, William Makepeace",1863,false,1800,gutenberg+openlibrary,https://openlibrary.org/works/OL16313W,en,"merged from 2 source rows (gutenberg+openlibrary); Open Library match discarded: returned 1800, which predates author's birth year (1811) -- likely a mismatched search result; needs manual research; author death year from Wikidata (Q167768); PD via life+70 rule (death year 1863 + 71 <= 2026), independent of publication year"
emma__austen-jane__1815,Emma,"Austen, Jane",,false,1815,openlibrary,https://openlibrary.org/works/OL66513W,en,merged from 1 source rows (openlibrary); pd_basis=pub_year<=1930
sense-and-sensibility__austen-jane__1811,Sense and Sensibility,"Austen, Jane",1817,false,1811,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/21839,en,merged from 2 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); pd_basis=pub_year<=1930
crime-and-punishment__dostoyevsky-fyodor__1866,Crime and Punishment,"Dostoyevsky, Fyodor",1881,false,1866,gutenberg,https://www.gutenberg.org/ebooks/2554,en,merged from 1 source rows (gutenberg); publication year via Open Library (earliest edition found; not independently verified)
war-and-peace__tolstoy-leo__1864,War and Peace,"Tolstoy, Leo",1910,false,1864,openlibrary,https://openlibrary.org/works/OL267171W,en,"merged from 1 source rows (openlibrary); author death year from Wikidata (Q7243); PD via life+70 rule (death year 1910 + 71 <= 2026), independent of publication year"
les-miserables__hugo-victor__1862,Les Misérables,"Hugo, Victor",,false,1862,openlibrary,https://openlibrary.org/works/OL1063588W,en,merged from 1 source rows (openlibrary); pd_basis=pub_year<=1930
the-three-musketeers__dumas-alexandre__unk,The three musketeers,"Dumas, Alexandre",1870,false,,gutenberg,https://www.gutenberg.org/ebooks/1257,en,"merged from 1 source rows (gutenberg); Open Library match discarded: returned 1800, which predates author's birth year (1802) -- likely a mismatched search result; needs manual research; 1 additional co-author(s) not recorded, primary author only"
around-the-world-in-eighty-days__verne-jules__1873,Around the World in Eighty Days,"Verne, Jules",1905,false,1873,gutenberg,https://www.gutenberg.org/ebooks/103,en,merged from 1 source rows (gutenberg); publication year via Open Library (earliest edition found; not independently verified)
the-war-of-the-worlds__wells-h-g__unk,The War of the Worlds,"Wells, H. G.",1946,false,,openlibrary,https://openlibrary.org/works/OL52114W,en,"merged from 1 source rows (openlibrary); author death year from Wikidata (Q42511); PD via life+70 rule (death year 1946 + 71 <= 2026), independent of publication year; publication year (0) discarded post-merge as implausible (more than 100 years before death (1946), implausible for a single lifetime); needs manual research"
the-time-machine__wells-h-g__1895,The Time Machine,"Wells, H. G.",1946,false,1895,openlibrary,https://openlibrary.org/works/OL52267W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q42511); PD via life+70 rule (death year 1946 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-invisible-man__wells-h-g__unk,The Invisible Man,"Wells, H. G.",1946,false,,openlibrary,https://openlibrary.org/works/OL52266W,en,"merged from 1 source rows (openlibrary); author death year from Wikidata (Q42511); PD via life+70 rule (death year 1946 + 71 <= 2026), independent of publication year; publication year (0) discarded post-merge as implausible (more than 100 years before death (1946), implausible for a single lifetime); needs manual research"
the-wonderful-wizard-of-oz__baum-l-frank__1899,The Wonderful Wizard of Oz,"Baum, L. Frank",1919,false,1899,openlibrary,https://openlibrary.org/works/OL18417W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q207544); PD via life+70 rule (death year 1919 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
peter-pan__barrie-j-m__1911,Peter Pan,"Barrie, J. M.",1937,false,1911,openlibrary,https://openlibrary.org/works/OL462007W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q81796); PD via life+70 rule (death year 1937 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-wind-in-the-willows__grahame-kenneth__1908,The Wind in the Willows,"Grahame, Kenneth",1932,false,1908,openlibrary,https://openlibrary.org/works/OL28570037W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q314897); PD via life+70 rule (death year 1932 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-secret-garden__burnett-frances-hodgson__1911,The Secret Garden,"Burnett, Frances Hodgson",1924,false,1911,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/113,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q276028); PD via life+70 rule (death year 1924 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-hound-of-the-baskervilles__doyle-arthur-conan__1900,The Hound of the Baskervilles,"Doyle, Arthur Conan",1930,false,1900,gutenberg+openlibrary,https://www.gutenberg.org/ebooks/2852,en,"merged from 3 source rows (gutenberg+openlibrary); publication year via Open Library (earliest edition found; not independently verified); author death year from Wikidata (Q35610); PD via life+70 rule (death year 1930 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
uncle-tom-s-cabin__stowe-harriet-beecher__1850,Uncle Tom's Cabin,"Stowe, Harriet Beecher",1896,false,1850,gutenberg+openlibrary,https://openlibrary.org/works/OL152161W,en,"merged from 3 source rows (gutenberg+openlibrary); Open Library match discarded: returned 1800, which predates author's birth year (1811) -- likely a mismatched search result; needs manual research; author death year from Wikidata (Q102513); PD via life+70 rule (death year 1896 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-scarlet-letter__hawthorne-nathaniel__1800,The Scarlet Letter,"Hawthorne, Nathaniel",1864,false,1800,openlibrary,https://openlibrary.org/works/OL455305W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q69339); PD via life+70 rule (death year 1864 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-great-gatsby__fitzgerald-f-scott__1920,The Great Gatsby,"Fitzgerald, F. Scott",1940,false,1920,openlibrary,https://openlibrary.org/works/OL468431W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q93354); PD via life+70 rule (death year 1940 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
gone-with-the-wind__mitchell-margaret__1936,Gone With the Wind,"Mitchell, Margaret",1949,false,1936,openlibrary,https://openlibrary.org/works/OL267933W,en,"merged from 1 source rows (openlibrary); author death year from Wikidata (Q173540); PD via life+70 rule (death year 1949 + 71 <= 2026), independent of publication year"
heart-of-darkness__conrad-joseph__1899,Heart of Darkness,"Conrad, Joseph",1924,false,1899,openlibrary,https://openlibrary.org/works/OL38663W,en,"merged from 2 source rows (openlibrary); author death year from Wikidata (Q82925); PD via life+70 rule (death year 1924 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
the-phantom-of-the-opera__leroux-gaston__1910,The Phantom of the Opera,"Leroux, Gaston",1927,false,1910,gutenberg,https://www.gutenberg.org/ebooks/175,en,merged from 1 source rows (gutenberg); publication year via Open Library (earliest edition found; not independently verified)
a-study-in-scarlet__doyle-arthur-conan__1887,A Study in Scarlet,"Doyle, Arthur Conan",1930,false,1887,gutenberg+openlibrary,https://openlibrary.org/works/OL262496W,en,"merged from 3 source rows (gutenberg+openlibrary); Open Library match discarded: returned 1800, which predates author's birth year (1859) -- likely a mismatched search result; needs manual research; author death year from Wikidata (Q35610); PD via life+70 rule (death year 1930 + 71 <= 2026), independent of publication year; pd_basis=pub_year<=1930"
